Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
timestamp,,,,,
2015-02-25,27.236286163330078,27.3477527613999,26.77250197099662,26.793901203967344,40836000
2015-02-26,27.831439971923828,27.873239945635966,27.124817300966765,27.15716387462956,54032000
2015-02-27,27.997644424438477,28.33552943453355,27.718976042188498,27.774709338983882,68328000
2015-03-02,28.61419677734375,28.662466065948955,28.023520625509605,28.215105737267073,50406000
2015-03-03,28.801799774169922,28.904308415195175,28.389270879328592,28.680378639106877,50526000
2015-03-04,28.77890968322754,28.94312359359577,28.489791301679873,28.71123245095214,37964000
2015-03-05,28.93317413330078,29.021252110414373,28.773935589622027,28.843104867625108,35918000
2015-03-06,28.508703231811523,29.00035218908763,28.46690325637071,28.961538197360184,37592000
2015-03-09,28.568416595458984,28.63559458360563,28.317117502384384,28.41017274997365,23478000
2015-03-10,27.85930633544922,28.352449208268478,27.857812394533042,28.2887526549746,40080000
2015-03-11,27.65229606628418,28.07477572675918,27.63836274175198,27.856817908031292,40524000
2015-03-12,27.924991607666016,27.958330977018086,27.64433383739133,27.791131087902876,35602000
2015-03-13,27.518436431884766,28.08373458536222,27.38557249698237,27.828454811021235,35428000
2015-03-16,27.948381423950195,28.05337870666932,27.434835902438525,27.714001642034326,36856000
2015-03-17,27.747838973999023,27.8986169025315,27.58860044257001,27.781675690766093,28892000
2015-03-18,28.173303604125977,28.19072025856242,27.5433142644973,27.753808058556526,35324000
2015-03-19,28.049396514892578,28.21311307114868,27.97226588571062,28.091693834232814,24660000
2015-03-20,28.11309242248535,28.220080992709757,28.089705697885634,28.200674946802053,44320000
2015-03-23,28.13399314880371,28.346478252180443,28.019043218173906,28.16534312988457,30234000
2015-03-24,28.73959732055664,28.955563842527592,28.269343839073844,28.291737765941132,79156000
2015-03-25,28.215105056762695,28.865495170087335,28.215105056762695,28.741089946643296,53070000
2015-03-26,28.04790496826172,28.224562066747044,27.78267444329377,28.098165547194,49842000
2015-03-27,27.744853973388672,28.06930301469404,27.714001340732448,27.957834520126514,34552000
2015-03-30,27.923498153686523,27.974256077312862,27.707034278935833,27.879211442956784,24788000
2015-03-31,27.603031158447266,27.988686206197436,27.601537217569934,27.764259080270907,34932000
2015-04-01,27.34377098083496,27.792125991118475,27.171593818526762,27.609500733935363,38902000
2015-04-02,26.936716079711914,27.269623810195277,26.89342216722127,27.240265119855454,47760000
2015-04-06,27.06808853149414,27.147210450401598,26.657550917708573,26.813803467096285,33718000
2015-04-07,27.113370895385742,27.37710935042154,27.050173591266926,27.119840209708613,27318000
2015-04-08,27.311424255371094,27.44379273277843,27.17009972575731,27.17009972575731,28386000
2015-04-09,27.270618438720703,27.337798320305563,26.96856334017127,27.329836963329953,32366000
2015-04-10,27.296497344970703,27.36168594211246,27.11934480278906,27.347752617427084,26104000
2015-04-13,27.301471710205078,27.531870804832067,27.185029743181815,27.222351689574023,29326000
2015-04-14,26.860580444335938,27.19846545039989,26.65954194093019,27.19846545039989,47206000
2015-04-15,26.923282623291016,27.030271198301726,26.4918449919527,26.77001604628982,46962000
2015-04-16,27.04669189453125,27.13178388436651,26.776981456397728,26.78942084000078,31722000
2015-04-17,26.510255813598633,26.86157681811742,26.32414721593485,26.737668936681025,49234000
2015-04-20,27.09695053100586,27.16014973711817,26.540610347490453,26.560515639152175,38508000
2015-04-21,27.016834259033203,27.25818070325316,26.98150359976136,27.185528096208717,29128000
2015-04-22,27.328344345092773,27.41891095446079,26.937214665209446,27.023800595897004,31806000
2015-04-23,27.740375518798828,27.92499397696723,27.373131789320183,27.389553750758193,78184000
2015-04-24,28.546520233154297,29.095893735413284,28.282282525908276,28.864499948100384,92168000
2015-04-27,28.171316146850586,28.63907914266462,27.98122496474795,28.50223452441801,48062000
2015-04-28,28.084230422973633,28.256407585729242,27.914541896194876,28.08174178699678,37178000
2015-04-29,27.93593978881836,28.157380938360884,27.81700918291425,27.892148526805943,33622000
2015-04-30,27.307941436767578,27.92200620116337,27.205930139914344,27.79511234082454,47240000
2015-05-01,27.4268741607666,27.42986014433985,27.063111884749812,27.39452758728399,36572000
2015-05-04,27.510475158691406,27.702058377790433,27.239270769992288,27.41841460504617,35260000
2015-05-05,27.022804260253906,27.499027799260734,26.98946299363541,27.37710931885538,28528000
2015-05-06,26.626697540283203,27.067093078506822,26.485373014101036,27.00289918064517,39034000
2015-05-07,26.973041534423828,27.130290674447487,26.54558651861384,26.667503103007714,31844000
2015-05-08,27.3169002532959,27.50848346960538,27.271119600060963,27.312919574528486,28226000
2015-05-11,27.15915298461914,27.536848583336,27.150196932215003,27.29400820268659,21858000
2015-05-12,26.808332443237305,27.018826260021466,26.62271929286661,27.011360351651575,35282000
2015-05-13,26.84615135192871,27.062615234700797,26.820771440038516,26.894917988911445,24238000
2015-05-14,27.3293399810791,27.353725198098495,26.99593487626683,27.069084832505535,31736000
2015-05-15,27.194482803344727,27.399006535503393,26.995932936392787,27.388556542505924,33440000
2015-05-18,27.20344352722168,27.28654613214171,26.98349440604497,27.061621636861673,26706000
2015-05-19,27.33332061767578,27.538339799270926,27.225834704141324,27.26962406629827,47126000
2015-05-20,27.49405288696289,27.671205431466316,27.12531522725151,27.414930964098783,30840000
2015-05-21,27.708026885986328,27.747837465816264,27.33431389480189,27.37909984797411,34170000
2015-05-22,27.594074249267578,27.779190045929607,27.549288291899224,27.591088265673275,24266000
2015-05-26,27.229318618774414,27.534857058448566,27.019322160804826,27.497535111690237,37474000
2015-05-27,27.580636978149414,27.632389595385217,27.198962612456,27.303462541988,34844000
2015-05-28,27.577152252197266,27.655776818270713,27.40895767839365,27.557746208136113,23544000
2015-05-29,27.136262893676758,27.565211854338155,27.122329569616472,27.5283872557761,43446000
2015-06-01,27.3298397064209,27.397515044052167,27.049679260571246,27.30595373482363,33210000
2015-06-02,27.56570816040039,27.8065572371483,27.19746788351159,27.241259142449287,31842000
2015-06-03,27.63239097595215,27.766748848465934,27.47613842137767,27.622935677586938,26710000
2015-06-04,27.4532470703125,27.66573216866478,27.32535851291281,27.47763038835437,26866000
2015-06-05,27.345762252807617,27.53485873583574,27.23877367799511,27.468675441344192,24396000
2015-06-08,27.044700622558594,27.36268034919054,27.018326016136143,27.34974171975514,27336000
2015-06-09,26.979015350341797,27.112378530156708,26.81430218953417,27.04171531232723,30016000
2015-06-10,27.498531341552734,27.607013856805626,27.125814895529622,27.15517358841303,30316000
2015-06-11,27.37114143371582,27.60950189599349,27.327847518410312,27.59258258757423,25872000
2015-06-12,27.243253707885742,27.311923740510874,27.15169050059692,27.227329094100195,25468000
2015-06-15,27.020814895629883,27.07306486312081,26.832217665106416,27.00737891852177,27150000
2015-06-16,27.11387062072754,27.2044372326442,26.94965670546712,27.094464574330054,32526000
2015-06-17,27.19995880126953,27.287539428219436,26.96159834037656,27.141239518840212,24440000
2015-06-18,27.676677703857422,27.72992236272333,27.26962343528272,27.26962343528272,41192000
2015-06-19,27.74336051940918,27.762768463900272,27.481613332198364,27.693599187553787,59290000
2015-06-22,27.850845336914062,28.14593567999445,27.81252869528142,27.837411258497703,34752000
2015-06-23,28.035465240478516,28.110606485032985,27.72494951438385,27.856321406325964,31396000
2015-06-24,27.795608520507812,27.99814096133968,27.708027899261246,27.990179604391717,28924000
2015-06-25,27.76475715637207,28.023022904170073,27.74037383861748,27.881698371393778,26684000
2015-06-26,27.521421432495117,27.866770459319735,27.461210108334733,27.85233978728508,43676000
2015-06-29,26.933731079101562,27.413935321154113,26.88347050283797,27.207422193091396,37756000
2015-06-30,26.873519897460938,27.165125016021655,26.84863733383414,27.12481708528841,34510000
2015-07-01,27.035743713378906,27.16064628271771,26.859585873747438,27.053657716036287,30760000
2015-07-02,27.23678207397461,27.26962409562764,27.0491776489155,27.107399580949497,28124000
2015-07-06,27.15119171142578,27.298488211733517,26.97602856217781,26.983492571962074,25614000
2015-07-07,27.370641708374023,27.41891099671103,26.86406475288439,27.241261108830788,33578000
2015-07-08,26.95612335205078,27.283558376361366,26.931242686603664,27.15019709839373,27662000
2015-07-09,27.102922439575195,27.31341624767384,27.101430396926684,27.30197155921598,29766000
2015-07-10,27.673192977905273,27.831436802235082,27.4686711588856,27.55376313927724,43436000
2015-07-13,28.45047950744629,28.506212804532133,27.80207878473511,27.842386714923148,41792000
2015-07-14,29.070018768310547,29.345203837795456,28.571900496831322,28.588322458091987,74832000
2015-07-15,29.059070587158203,29.294445064757706,28.87246274608572,29.048123246058502,41466000
2015-07-16,29.945831298828125,30.081183865080128,29.25612793990252,29.334752513084457,112642000
2015-07-17,34.814552307128906,34.982750691769915,33.738698445214034,33.838221106320034,257162000
2015-07-20,34.4771614074707,34.72398244345612,33.92629779710123,34.28508276547215,102436000
2015-07-21,34.60206985473633,35.11212822158671,34.044733100099094,34.08105845257196,75604000
2015-07-22,34.589630126953125,35.49679206373427,34.41645826483314,34.53588621885301,83100000
2015-07-23,33.57597351074219,34.637897807801416,33.419719065770764,34.42789945722426,76232000
2015-07-24,32.58272171020508,33.72824597096019,32.50360168954363,33.67748994618942,82622000
2015-07-27,32.75688934326172,33.19479432342356,32.422485794215525,32.423480489210476,58382000
2015-07-28,32.82605743408203,33.047001204505094,32.51504441474982,32.930557352992174,34364000
2015-07-29,32.91413879394531,33.00868798193428,32.486681854302454,32.955441420677246,36756000
2015-07-30,33.06989288330078,33.243562079443436,32.429453553611545,32.71558782926919,39606000
2015-07-31,32.71857452392578,33.091790202905926,32.70364650421397,33.07686218319411,34922000
2015-08-03,33.07785415649414,33.17489007318254,32.72653318843614,32.72653318843614,31348000
2015-08-04,32.906673431396484,33.24107700853027,32.868358688143864,33.058945302420675,26188000
2015-08-05,33.50431823730469,33.833740747052644,33.12065067668282,33.12910938142436,36448000
2015-08-06,33.34806442260742,33.57696958179637,32.879304865029276,33.53915218523821,40660000
2015-08-07,33.061431884765625,33.280879816272204,32.78674421409049,33.23012379751314,27544000
2015-08-10,32.99923324584961,33.42121554870655,32.85442538437025,33.19579182726566,34458000
2015-08-11,34.35076904296875,35.03251102135897,34.05319196670167,34.812561922260244,109880000
2015-08-12,34.40899658203125,34.634416528290856,33.86360369984307,34.55927528068883,58498000
2015-08-13,34.16217041015625,34.53638075306919,33.946701244301074,34.296029025403136,36354000
2015-08-14,34.30448913574219,34.44830230022643,33.98253064081724,34.03925863193982,27598000
2015-08-17,34.54036331176758,34.57171139122527,33.99049058701834,34.238306323789715,24680000
2015-08-18,34.27264404296875,34.62246918934674,34.102953618926655,34.38908790809751,27710000
2015-08-19,34.5368766784668,34.843409781592506,34.17659967383196,34.34131281080383,50194000
2015-08-20,33.812347412109375,34.64237879404336,33.60334752382669,34.291061561307195,57798000
2015-08-21,32.04827880859375,33.484413517765304,32.00199891067636,33.39235106947993,91880000
2015-08-24,30.758445739746094,31.234669303653803,29.51339690124037,29.887111820601934,129788000
2015-08-25,30.477787017822266,32.196069586833445,30.437976436041694,32.16969877803621,71430000
2015-08-26,32.830039978027344,32.966389133996024,31.36852729333694,32.00199809148187,87740000
2015-08-27,33.23908233642578,33.538652589694365,32.40009504066798,33.4396234856179,58974000
2015-08-28,32.82755661010742,33.19131511714801,32.53196889150286,33.129609847352356,38836000
2015-08-31,32.236873626708984,33.062428734989844,32.16372557695365,32.56132264233368,38936000
2015-09-01,31.32822036743164,32.0686797112841,31.10429059457663,31.539708859132993,51458000
2015-09-02,32.09206771850586,32.0995317281875,31.381963629569068,31.74821263769646,37630000
2015-09-03,31.70094108581543,32.40756186914233,31.53971125744514,32.242351362016606,34572000
2015-09-04,31.298362731933594,31.574045123865307,31.175948800677222,31.335187329952454,40478000
2015-09-08,32.04081726074219,32.0985399532772,31.494429682370594,31.897501428033408,39092000
2015-09-09,32.01742935180664,32.711608865533535,31.892522977546392,32.438914332281534,40978000
2015-09-10,32.39910125732422,32.58919052091599,31.932331108099063,32.04180830965956,27850000
2015-09-11,32.60909652709961,32.60959387464154,32.216472913390014,32.35580995259822,34892000
2015-09-14,32.4682731628418,32.63995298861744,32.32047741013017,32.62552231595549,29942000
2015-09-15,33.095272064208984,33.283371927217985,32.51156073636747,32.679257962101055,35546000
2015-09-16,33.1176643371582,33.24455628928222,32.95245384771594,33.11915637967936,26252000
2015-09-17,33.423702239990234,33.93724584451193,33.091789197353435,33.21569707236101,47752000
2015-09-18,32.888763427734375,33.33264044004793,32.844472918089416,33.09477542197956,72544000
2015-09-21,33.1903190612793,33.29084021807498,32.74345796685147,33.11717100341842,39094000
2015-09-22,32.50459671020508,32.78426168814955,32.09803977078962,32.71708180429025,54362000
2015-09-23,32.50907897949219,32.856914764926245,32.38168586474263,32.48967103425006,29160000
2015-09-24,32.589691162109375,32.682250963877706,31.955724857831896,32.29410724387824,38692000
2015-09-25,31.855201721191406,32.7723181972491,31.83081840330942,32.7723181972491,48480000
2015-09-28,31.06398582458496,31.98956294592323,30.745011389134294,31.800464564870268,47646000
2015-09-29,30.982376098632812,31.583002999930432,30.754465631975645,31.126187371504166,42130000
2015-09-30,31.766626358032227,31.81340170525908,31.307819446839947,31.441180724550893,52954000
2015-10-01,31.9472599029541,32.03882500252952,31.405849645467885,31.745226700619494,42506000
2015-10-02,32.693199157714844,32.69369650533797,31.524287974597115,31.748715140395163,48788000
2015-10-05,33.42420196533203,33.491381853319204,32.63746264415983,32.92260225915145,37960000
2015-10-06,33.42221450805664,33.77850901568985,32.99624957398916,33.30825736567469,42774000
2015-10-07,33.340599060058594,33.775519983835146,32.74892634371688,33.70883744933083,44354000
2015-10-08,33.19131088256836,33.434650497591406,32.568787440569075,33.31322936384201,39308000
2015-10-09,33.40230941772461,33.54412941637876,32.96042176457634,33.21570155870042,32124000
2015-10-12,33.66057205200195,33.73770269009724,33.20325904689431,33.30029497813457,26684000
2015-10-13,33.995967864990234,34.25920898832213,33.495359080626606,33.55258821792855,42446000
2015-10-14,33.85862731933594,34.337835019652395,33.78348606975454,34.023837839585745,31292000
2015-10-15,34.486122131347656,34.542850120232025,34.05667584151661,34.09947050693654,47156000
2015-10-16,34.6005744934082,34.6453623476139,34.291057276999496,34.60455707025501,36316000
2015-10-19,34.83097457885742,34.845405250163914,34.44581498821183,34.53488955021998,30172000
2015-10-20,33.83822250366211,34.733941676789335,33.523724199658744,34.72846705699682,52434000
2015-10-21,33.430171966552734,34.08205412583548,33.375433364233984,33.997956832177366,31952000
2015-10-22,33.89495086669922,34.238807867122816,33.42519659241261,33.61130709155433,88632000
2015-10-23,35.79536437988281,37.44597361249552,35.72619510351582,37.32455246990981,126726000
2015-10-26,36.38206100463867,36.57265142958713,35.82970147144709,35.82970147144709,48776000
2015-10-27,36.46664810180664,36.622902528923866,36.0347151092871,36.15563508653723,38778000
2015-10-28,36.67068099975586,36.69307302967633,36.190474844365795,36.475614452228946,39604000
2015-10-29,37.0652961730957,37.16183475734492,36.58310059944035,36.65625245728658,36520000
2015-10-30,36.694068908691406,37.137945927112554,36.651274237717004,37.100625876041015,39984000
2015-11-02,37.209102630615234,37.23099731028972,36.398475559337726,36.55174591015075,39914000
2015-11-03,37.262847900390625,37.40615991680805,36.88166709419315,37.09415217776977,36306000
2015-11-04,37.5858039855957,37.81421180052391,37.28175757991562,37.31659089167331,41840000
2015-11-05,37.8525276184082,38.1351766691408,37.69328909089437,37.75996782772115,45486000
2015-11-06,37.898807525634766,37.96946883920358,37.571867969543085,37.788832978560414,33544000
2015-11-09,37.55893325805664,37.98340612435336,37.277282669450685,37.74554110497061,35538000
2015-11-10,37.73260498046875,37.849048861750184,37.242451829517044,37.49474374183797,29798000
2015-11-11,38.080440521240234,38.271027141078676,37.80674750482283,37.93762204584018,41866000
2015-11-12,37.64651870727539,38.107814312556236,37.6131774345142,37.828149295998735,35452000
2015-11-13,36.827430725097656,37.586796885139414,36.79757089034162,37.52260488436954,48188000
2015-11-16,37.342464447021484,37.406656444490984,36.54179190702089,36.834395493309735,50704000
2015-11-17,37.121524810791016,37.56789235098415,37.02548357933909,37.44448181734079,38864000
2015-11-18,37.81968307495117,37.87392432629313,37.191685027199526,37.30016752988345,36266000
2015-11-19,37.816200256347656,37.979914902854354,37.68134315420572,37.808235103331306,28078000
2015-11-20,38.66514205932617,38.78059123085264,38.02321444513171,38.28197564029531,55478000
2015-11-23,38.65021514892578,38.958741479725944,38.491473957226816,38.68853369020143,34648000
2015-11-24,38.29839324951172,38.614880908442075,37.72513380203938,38.46410108820721,47880000
2015-11-25,38.27998352050781,38.46609399549367,38.14413171972001,38.400903506397526,23612000
2015-11-27,38.41484069824219,38.51585920086577,38.16752228586968,38.27501010330349,14434000
2015-11-30,37.96101379394531,38.56711343353651,37.874923309261355,38.40986428090268,33586000
2015-12-01,39.00302505493164,39.063238273573845,38.11527112419116,38.16453510433625,40398000
2015-12-02,38.70744705200195,39.4638292183677,38.63678193165017,39.075685488486165,46876000
2015-12-03,38.22723388671875,39.03735981770376,37.94110341403034,38.842293293187,41950000
2015-12-04,38.77511215209961,38.93484801596204,38.0933740334979,38.302373874388394,49800000
2015-12-07,38.46560287475586,38.864194696849,38.153591295193614,38.81741744763948,36626000
2015-12-08,38.57258605957031,38.74724996121285,37.944587973181626,38.043115938564995,31082000
2015-12-09,37.94607925415039,38.619859876897564,37.42158641566026,38.371546781700694,46550000
2015-12-10,37.8211784362793,38.121246061288204,37.57037859180028,37.997835529277374,32458000
2015-12-11,37.342464447021484,37.69179602161109,37.254384582975334,37.27180313539963,43184000
2015-12-14,37.945579528808594,38.02569803533826,36.63783274381649,37.38426402523544,53864000
2015-12-15,37.82366943359375,38.553179598691806,37.71966684467828,38.206835867349085,49386000
2015-12-16,38.64474105834961,38.88907538854301,37.67239239941348,38.14612544665826,53120000
2015-12-17,38.308349609375,38.8935492214376,38.28197500378918,38.87215188775663,36510000
2015-12-18,37.662437438964844,38.52282593802575,37.64949880931926,38.178968946937225,67794000
2015-12-21,37.8589973449707,38.13517708438195,37.52807900520436,37.97096128331667,34848000
2015-12-22,38.173988342285156,38.33372421557883,37.878901810180984,38.03167102170031,36338000
2015-12-23,38.2426643371582,38.411360076800506,37.70224874631236,38.35114685200132,30594000
2015-12-24,38.109798431396484,38.27699832313993,38.03764507211892,38.24315970744716,10412000
2015-12-28,38.925899505615234,38.9547608516324,38.203853321417064,38.31681196756922,31156000
2015-12-29,39.50911331176758,39.74448779965133,39.122958983144706,39.16226842469104,38430000
2015-12-30,39.32698059082031,39.633517536850135,39.172719320944,39.50911230719599,28566000
2015-12-31,38.71540069580078,39.228944254867294,38.68106473592766,39.203564346447145,32752000
2016-01-04,37.79132080078125,37.92866465168549,37.1991507297773,37.92866465168549,67382000
2016-01-05,37.89532470703125,38.27699909063224,37.60272489061331,38.02321516266709,45216000
2016-01-06,37.78584671020508,38.10432377893044,37.22204442360193,37.339980332608015,48206000
2016-01-07,36.87371063232422,37.58580607090798,36.58907215523405,37.146906318410295,63132000
2016-01-08,36.371612548828125,37.32754115646832,36.27258343396732,37.212091978665754,47506000
2016-01-11,36.47909927368164,36.57912309109159,35.80681439023371,36.423365969211204,50896000
2016-01-12,37.08967208862305,37.23895986769762,36.6462924721431,36.86126429235926,46816000
2016-01-13,35.80730438232422,37.47085206192258,35.66846849727574,37.28872036804441,51728000
2016-01-14,36.3954963684082,36.818473390295885,35.08227479339382,36.04964998152667,55558000
2016-01-15,35.35546875,36.03571490352117,34.90860388041495,35.33058618663917,76676000
2016-01-19,35.78292465209961,36.09493622719103,35.32362226178793,35.83617121575216,48724000
2016-01-20,35.757049560546875,36.17455195568186,34.225370939360374,35.12705826805618,82440000
2016-01-21,36.160621643066406,36.70800393118718,35.386323562918435,35.83716726482113,51938000
2016-01-22,37.095645904541016,37.249910963020234,36.848828644757276,36.92346874146934,47146000
2016-01-25,36.50646209716797,37.443981154563524,36.45072880259209,37.015032206718786,45340000
2016-01-26,36.51492691040039,36.79707865966698,36.17554981442512,36.585592032027705,30940000
2016-01-27,35.708282470703125,36.61942318801045,35.50276403488027,36.61942318801045,42428000
2016-01-28,37.23697280883789,37.37929013849401,36.356181690938946,36.73387728992281,62104000
2016-01-29,37.88636779785156,38.07347298049672,37.03294599111045,37.26981630035328,75808000
2016-02-01,38.35512924194336,38.6945063133027,37.88786171152425,38.37951066235783,111522000
2016-02-02,38.859718322753906,40.324714483926286,38.84428915794707,39.83455755687117,135846000
2016-02-03,37.29071807861328,39.38321115140419,36.637837399879935,39.126936682605766,131114000
2016-02-04,36.327816009521484,37.08469921502669,35.95808558154745,37.052352643175105,104922000
2016-02-05,35.02056884765625,36.16310527115123,34.84043032142689,36.10239849669483,109556000
2016-02-08,35.04047393798828,35.05838983961501,33.93824165577193,34.22039337797896,89410000
2016-02-09,34.88421630859375,35.876473946012965,34.26119553702461,34.482636668414315,84300000
2016-02-10,35.17433166503906,35.98893758455886,35.101680958372405,35.42015802669594,60314000
2016-02-11,35.14995193481445,35.446534335880614,34.39506185303676,34.6513363219466,65004000
2016-02-12,35.176326751708984,35.62965716291255,34.91208712706895,35.44105992737206,46538000
2016-02-16,35.71126174926758,35.97201610075822,35.34003551111559,35.76152042119084,43444000
2016-02-17,36.424354553222656,36.51342911521832,35.66001113542623,36.17703615785637,49154000
2016-02-18,35.704795837402344,36.624896367580575,35.60726256917976,36.523384319089516,47276000
2016-02-19,35.93370056152344,36.02924443847554,35.48633835867938,35.62467690228506,34918000
2016-02-22,36.279052734375,36.56767378049238,36.00038623276999,36.30194211227931,37516000
2016-02-23,35.69384765625,36.37110973100749,35.61323559141794,36.132253825254935,41332000
2016-02-24,35.87348556518555,35.8894120749195,34.93398094580679,35.36143404019202,37092000
2016-02-25,36.28253936767578,36.3019435167876,35.491817443959334,35.974510364733455,36146000
2016-02-26,36.07054901123047,36.63285926807521,35.92524379784174,36.50546995628764,42474000
2016-02-29,35.69036865234375,36.35618418571059,35.67145805458296,35.878468545148046,45068000
2016-03-01,36.93193054199219,36.939891899054004,35.761026385814226,35.893392963763745,60112000
2016-03-02,36.798065185546875,36.979198383009255,36.48804685315571,36.9667608991508,36292000
2016-03-03,36.40544891357422,36.87371116306586,36.30791563383755,36.79807256702875,40534000
2016-03-04,36.3372688293457,36.57513000018807,36.10835991287425,36.56517925434152,48516000
2016-03-07,35.47041702270508,36.187489678685246,35.08923999168951,36.08497913581763,61690000
2016-03-08,35.506744384765625,35.94067065267356,35.0325139805428,35.250967258948876,52530000
2016-03-09,36.09791946411133,36.139222091730495,35.463452029619845,35.5883546076181,39544000
2016-03-10,36.43431091308594,36.651769485088636,35.99242331029711,36.216351196987695,44616000
2016-03-11,37.066287994384766,37.06778003704122,36.65973104805113,36.82146011960919,35380000
2016-03-14,37.33351516723633,37.53355900164528,37.006078213251115,37.07126871410774,32824000
2016-03-15,37.34993362426758,37.47135477089283,36.965271340641664,37.123515190697546,29832000
2016-03-16,37.68781661987305,37.769427176641834,37.14740104987417,37.27429301297814,29306000
2016-03-17,37.74354934692383,38.084915791884136,37.68781604978745,37.70224672161412,44564000
2016-03-18,37.59077835083008,37.925675465363916,37.412131881292375,37.90029935225394,56222000
2016-03-21,37.92667770385742,37.98539508927515,37.38476627493231,37.51613816731623,28774000
2016-03-22,37.821678161621094,38.06800189357153,37.7136967867327,37.741563437871186,22096000
2016-03-23,37.69776916503906,38.0874087184711,37.621633224236895,37.985892865219434,24678000
2016-03-24,37.56241989135742,37.697770570860776,37.34645334333497,37.381286657532144,31116000
2016-03-28,37.48478698730469,37.73459212156763,37.42308172502961,37.62859635355816,21676000
2016-03-29,38.11228561401367,38.17648141334366,37.236475562311185,37.50469016017419,40062000
2016-03-30,38.23420333862305,38.68057085700032,38.19638594289485,38.22773402406418,40396000
2016-03-31,37.963497161865234,38.27102498076401,37.732101479856624,38.23420228113315,32554000
2016-04-01,38.30038833618164,38.31879778814161,37.580327812850726,37.677864878287636,31674000
2016-04-04,38.073974609375,38.438234268233664,37.90826674205306,38.292427897933315,26924000
2016-04-05,37.74802780151367,37.96200492941499,37.600232063111754,37.72613312085494,24478000
2016-04-06,38.220767974853516,38.23818652865165,37.6350672051181,37.71170048942834,25312000
2016-04-07,37.82516098022461,38.284960694700956,37.694783785981095,38.083922181938455,25498000
2016-04-08,37.79281234741211,38.173989365149524,37.60869505124779,38.111289407500365,23434000
2016-04-11,37.69676971435547,38.178467863276815,37.686818967588316,38.090387998722086,31774000
2016-04-12,38.03416442871094,38.064020471108954,37.39969695192689,37.74106723527637,27388000
2016-04-13,38.41185760498047,38.602941579231256,38.047597965603316,38.33223643496621,35426000
