Price,Close,High,Low,Open,Volume
Ticker,DIA,DIA,DIA,DIA,DIA
timestamp,,,,,
2012-01-03,93.38883972167969,94.06869170030009,93.37373446134005,93.62301448069535,7175100
2012-01-04,93.64561462402344,93.70604715258997,92.99597934984101,93.21504294352235,7625200
2012-01-05,93.6305160522461,93.75138112544013,92.60318598275236,93.26037685112618,8678900
2012-01-06,93.3132553100586,93.72872180157604,93.01865389358768,93.72872180157604,7488600
2012-01-09,93.41149139404297,93.60033881565813,93.01868552971051,93.43415216253024,5881800
2012-01-10,93.95531463623047,94.42365805492146,93.87222135608913,94.33300926845016,5274400
2012-01-11,93.8873291015625,94.0081883828224,93.51718998855324,93.69848179202435,4890300
2012-01-12,94.06861114501953,94.17436516633546,93.4114262644365,94.0459503923321,5591300
2012-01-13,93.78913879394531,93.78913879394531,92.85245190707862,93.4492101490917,6392100
2012-01-17,94.13661193847656,94.85422943236532,94.01574689019571,94.45387404546973,5348800
2012-01-18,94.89200592041016,94.96754369776137,93.97798555918553,94.0686285867418,6473000
2012-01-19,95.30746459960938,95.31502010613661,94.81646041227125,95.17149429793363,8095300
2012-01-20,96.03131866455078,96.03131866455078,95.2673627910816,95.33544092376718,6995400
2012-01-23,95.9178466796875,96.33386362951427,95.59259863822285,95.97835928526224,5166800
2012-01-24,95.63045501708984,95.72122395825286,95.20687816659934,95.3808447569929,4798200
2012-01-25,96.25071716308594,96.45494011418037,94.90434263218816,95.35061037792936,9642500
2012-01-26,96.1069564819336,96.91629970025546,95.79683943777326,96.70450555377472,5902300
2012-01-27,95.64556121826172,95.88004616014628,95.31275337529111,95.6606922575062,6136400
2012-01-30,95.47917175292969,95.53967860483836,94.54880893386785,94.8438007560774,5910600
2012-01-31,95.3581314086914,96.00106205348108,94.83622021935842,95.9708057469168,5951700
2012-02-01,95.99356842041016,96.50790867385287,95.88766838909646,96.11458795921892,9891000
2012-02-02,95.94059753417969,96.1826481080308,95.66830218020378,96.07674809656929,4531500
2012-02-03,97.09785461425781,97.18862933173084,96.68940878124415,96.84824433901449,8654000
2012-02-06,96.90878295898438,96.96173585351148,96.57597494021009,96.68943471127564,3852400
2012-02-07,97.20374298095703,97.39284061370144,96.4776145345165,96.78016613026614,5739300
2012-02-08,97.35505676269531,97.42312915898734,96.84070506029545,97.28697282479658,4884400
2012-02-09,97.39286804199219,97.66516917149515,97.04493476305367,97.5441554240769,5416600
2012-02-10,96.70453643798828,96.7574835488179,96.28852507312759,96.63646405440831,6380600
2012-02-13,97.26422119140625,97.40037744043708,96.87846631208463,97.33229354512193,4654100
2012-02-14,97.31718444824219,97.33987523523861,96.65155725207852,97.10539607520842,5608500
2012-02-15,96.71208953857422,97.60462478626903,96.49273560165207,97.57437424465354,9589200
2012-02-16,97.62733459472656,97.71052647593982,96.78016932378671,96.80286588793847,8699000
2012-02-17,98.00043487548828,98.1217722506086,97.71985232047041,98.06110356304843,5765200
2012-02-21,98.0914306640625,98.39476249020595,97.79567808359404,98.29617443959398,6589200
2012-02-22,97.93225860595703,98.20526211407132,97.71234457757097,98.00050659014124,6092200
2012-02-23,98.26583099365234,98.34924896890517,97.48474066690565,97.818412567917,12890500
2012-02-24,98.29619598388672,98.50853062299954,98.01561340463833,98.40995412214929,3769100
2012-02-27,98.32655334472656,98.61471522180278,97.49996395681897,97.77295576519475,5778600
